f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,f_bathrooms_text,n_accommodates,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_stove,d_hdtv,d_tv,d_conditioning,d_soundsystem,d_refrigerator,d_shampoo,d_soap,d_oven,d_toiletries,d_speaker,d_fan,d_heating,d_breakfast,d_table,d_dishwasher,d_dryer,d_elevator,d_fitness,d_parking,d_garage,d_wifi,d_game,d_garden,d_gym,d_restaurant,d_bar,d_washer,d_barbeque,d_bbq,price,id,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,property_type,ln_price
Private room in apartment,Private room,Private,Roosevelt Island,1.5 shared baths,1,100,1,0.09,90,1,316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,100,40509532,Roosevelt Island,Manhattan,Private room,Private room in apartment,4.605170185988092
Private room in apartment,Private room,Private,East Harlem,1 shared bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,40513927,East Harlem,Manhattan,Private room,Private room in apartment,4.5217885770490405
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,4,94,39,4.19,1,2,278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,40515379,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,4.812184355372417
Entire condominium,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,3,NA,1,0.08,30,1,374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,40516705,Hell's Kitchen,Manhattan,Entire home/apt,Entire condominium,4.8283137373023015
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,100,3,0.26,30,1,348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,40528622,East Village,Manhattan,Entire home/apt,Entire apartment,4.532599493153256
Entire apartment,Entire home/apt,Entire/Apt,Murray Hill,1 bath,5,87,9,0.73,30,3,367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,40529363,Murray Hill,Manhattan,Entire home/apt,Entire apartment,5.583496308781699
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,5,99,16,1.3,30,2,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,152,40529516,East Village,Manhattan,Entire home/apt,Entire apartment,5.0238805208462765
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,4,100,3,0.33,30,2,273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90,40532296,Midtown,Manhattan,Entire home/apt,Entire apartment,4.499809670330265
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,3,100,16,1.32,3,1,362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,188,40533068,East Village,Manhattan,Entire home/apt,Entire apartment,5.236441962829949
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,900,40533628,Chelsea,Manhattan,Entire home/apt,Entire apartment,6.802394763324311
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,40534352,Lower East Side,Manhattan,Entire home/apt,Entire apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,4,100,3,0.26,3,2,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,250,40536570,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Private room in apartment,Private room,Private,Washington Heights,1 shared bath,2,60,2,0.16,30,1,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,40537018,Washington Heights,Manhattan,Private room,Private room in apartment,3.970291913552122
Private room in apartment,Private room,Private,Midtown,1 shared bath,2,100,3,0.24,30,1,367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,40538776,Midtown,Manhattan,Private room,Private room in apartment,4.700480365792417
Private room in apartment,Private room,Private,Midtown,1 private bath,2,100,1,0.1,30,0,314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90,40539058,Midtown,Manhattan,Private room,Private room in apartment,4.499809670330265
Entire apartment,Entire home/apt,Entire/Apt,Theater District,1 bath,4,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,150,40541734,Theater District,Manhattan,Entire home/apt,Entire apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,Gramercy,1 bath,2,100,1,0.08,1,0,362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,40555213,Gramercy,Manhattan,Entire home/apt,Entire apartment,5.857933154483459
Private room in apartment,Private room,Private,Washington Heights,1 shared bath,3,NA,0,NA,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78,40558396,Washington Heights,Manhattan,Private room,Private room in apartment,4.356708826689592
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,96,11,0.91,30,1,363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,59,40559773,Harlem,Manhattan,Private room,Private room in apartment,4.07753744390572
Private room in apartment,Private room,Private,Hell's Kitchen,1 bath,2,NA,1,0.08,1,NA,373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,40564143,Hell's Kitchen,Manhattan,Private room,Private room in apartment,5.0106352940962555
Private room in apartment,Private room,Private,Harlem,1 bath,1,NA,1,0.08,30,1,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40565305,Harlem,Manhattan,Private room,Private room in apartment,3.912023005428146
Entire condominium,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,100,8,0.65,30,1,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,285,40565556,Hell's Kitchen,Manhattan,Entire home/apt,Entire condominium,5.652489180268651
Entire apartment,Entire home/apt,Entire/Apt,Harlem,2 baths,6,100,4,0.34,30,3,349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180,40576966,Harlem,Manhattan,Entire home/apt,Entire apartment,5.19295685089021
Entire apartment,Entire home/apt,Entire/Apt,Stuyvesant Town,1 bath,4,100,2,0.17,30,2,353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,314,40582333,Stuyvesant Town,Manhattan,Entire home/apt,Entire apartment,5.749392985908253
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,3,100,1,0.08,30,2,362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,40582950,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.867534450455582
Entire apartment,Entire home/apt,Entire/Apt,Morningside Heights,1 bath,4,100,2,0.17,30,2,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40586782,Morningside Heights,Manhattan,Entire home/apt,Entire apartment,4.248495242049359
Entire condominium,Entire home/apt,Entire/Apt,East Harlem,1.5 baths,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,40587039,East Harlem,Manhattan,Entire home/apt,Entire condominium,5.298317366548036
Private room in apartment,Private room,Private,Washington Heights,1 bath,1,80,2,0.17,30,1,350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,40595086,Washington Heights,Manhattan,Private room,Private room in apartment,3.970291913552122
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,2,97,6,0.52,1,1,345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,300,40596304,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.703782474656201
Private room in apartment,Private room,Private,East Village,1 bath,1,NA,0,NA,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,40597710,East Village,Manhattan,Private room,Private room in apartment,4.143134726391533
Private room in apartment,Private room,Private,Hell's Kitchen,1 shared bath,1,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,40600870,Hell's Kitchen,Manhattan,Private room,Private room in apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,4,100,2,0.2,30,6,299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,81,40604957,East Harlem,Manhattan,Entire home/apt,Entire apartment,4.394449154672439
Entire apartment,Entire home/apt,Entire/Apt,Greenwich Village,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,264,40612147,Greenwich Village,Manhattan,Entire home/apt,Entire apartment,5.575949103146316
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,5,93,21,1.71,3,2,367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161,40616700,East Village,Manhattan,Entire home/apt,Entire apartment,5.081404364984463
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,3,100,2,0.17,4,1,351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,219,40617954,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.389071729816501
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,100,3,0.26,30,1,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,40618044,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,Civic Center,1 bath,4,97,7,0.73,4,3,286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139,40618583,Civic Center,Manhattan,Entire home/apt,Entire apartment,4.9344739331306915
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,10,88,10,0.93,30,5,321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338,40628713,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.823045895483019
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,100,1,0.08,30,2,361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,170,40631655,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.135798437050262
Private room in apartment,Private room,Private,Harlem,1 private bath,2,NA,0,NA,2,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,40632797,Harlem,Manhattan,Private room,Private room in apartment,4.812184355372417
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,4,100,1,0.1,30,3,293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,40633980,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.298317366548036
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,3,100,3,0.24,30,3,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,40636564,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Flatiron District,1 bath,5,100,5,0.43,4,3,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,254,40639431,Flatiron District,Manhattan,Entire home/apt,Entire apartment,5.537334267018537
Entire apartment,Entire home/apt,Entire/Apt,Tribeca,1 bath,3,NA,0,NA,7,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,650,40641542,Tribeca,Manhattan,Entire home/apt,Entire apartment,6.476972362889683
Private room in apartment,Private room,Private,Roosevelt Island,1 private bath,2,100,1,0.09,60,1,321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,55,40642813,Roosevelt Island,Manhattan,Private room,Private room in apartment,4.007333185232471
Entire apartment,Entire home/apt,Entire/Apt,Kips Bay,1 bath,4,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,40653980,Kips Bay,Manhattan,Entire home/apt,Entire apartment,5.926926025970411
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,6,100,18,1.48,1,3,363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,253,40654219,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.53338948872752
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,4,94,7,0.59,30,1,354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,159,40655748,East Village,Manhattan,Entire home/apt,Entire apartment,5.0689042022202315
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,6,100,1,0.09,30,3,349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,40657060,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,NA,0,NA,7,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,40657464,East Village,Manhattan,Entire home/apt,Entire apartment,5.117993812416755
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,3,NA,0,NA,30,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,40660174,Upper West Side,Manhattan,Entire home/apt,Entire apartment,4.553876891600541
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,NA,0,NA,30,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,40660322,Harlem,Manhattan,Private room,Private room in apartment,4.605170185988092
Private room in apartment,Private room,Private,Chelsea,1 shared bath,1,100,3,0.27,30,1,328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,40666855,Chelsea,Manhattan,Private room,Private room in apartment,4.499809670330265
Private room in apartment,Private room,Private,Harlem,1 shared bath,1,NA,0,NA,30,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,40668464,Harlem,Manhattan,Private room,Private room in apartment,3.8066624897703196
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,60,1,0.09,30,1,341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,130,40670445,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.867534450455582
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,100,2,0.18,30,1,334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,40670872,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.293304824724492
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1.5 baths,6,100,1,0.09,30,3,345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,40672621,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.700443573390687
Private room in apartment,Private room,Private,Harlem,1 shared bath,1,100,12,1.03,1,1,348,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,65,40673058,Harlem,Manhattan,Private room,Private room in apartment,4.174387269895637
Private room in apartment,Private room,Private,East Village,1 shared bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,40678317,East Village,Manhattan,Private room,Private room in apartment,4.941642422609304
Private room in apartment,Private room,Private,Harlem,1 private bath,2,100,12,1.02,3,1,353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,95,40680003,Harlem,Manhattan,Private room,Private room in apartment,4.553876891600541
Private room in apartment,Private room,Private,East Harlem,1 shared bath,2,100,1,0.09,30,2,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40680252,East Harlem,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,100,1,0.09,30,1,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,167,40681902,East Village,Manhattan,Entire home/apt,Entire apartment,5.117993812416755
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,4,93,3,0.26,30,6,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,120,40682851,East Harlem,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Entire apartment,Entire home/apt,Entire/Apt,Gramercy,1 bath,4,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,40692333,Gramercy,Manhattan,Entire home/apt,Entire apartment,5.857933154483459
Private room in apartment,Private room,Private,Gramercy,2 baths,1,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40695564,Gramercy,Manhattan,Private room,Private room in apartment,4.248495242049359
Entire apartment,Entire home/apt,Entire/Apt,Roosevelt Island,1 bath,2,NA,0,NA,80,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40696690,Roosevelt Island,Manhattan,Entire home/apt,Entire apartment,4.248495242049359
Private room in apartment,Private room,Private,Harlem,1 private bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,75,40696801,Harlem,Manhattan,Private room,Private room in apartment,4.31748811353631
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,3,100,1,0.09,30,1,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,40696853,Lower East Side,Manhattan,Entire home/apt,Entire apartment,5.298317366548036
Entire apartment,Entire home/apt,Entire/Apt,Midtown,Half-bath,4,100,6,0.5,30,0,362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40697974,Midtown,Manhattan,Entire home/apt,Entire apartment,4.248495242049359
Private room in apartment,Private room,Private,Roosevelt Island,1.5 shared baths,1,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,100,40699359,Roosevelt Island,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,1,NA,0,NA,1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,40699451,Midtown,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,East Village,2.5 baths,6,96,5,0.47,30,3,321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,986,40701124,East Village,Manhattan,Entire home/apt,Entire apartment,6.893656354602635
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,3,100,1,0.73,30,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40704768,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,6,92,5,0.46,30,1,323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,299,40704904,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.700443573390687
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,2 baths,4,100,1,0.17,30,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,40705032,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.867534450455582
Private room in apartment,Private room,Private,Gramercy,1.5 shared baths,2,84,5,0.43,30,1,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40711350,Gramercy,Manhattan,Private room,Private room in apartment,4.248495242049359
Private room in apartment,Private room,Private,Morningside Heights,1 bath,2,94,10,0.84,1,1,355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,56,40720357,Morningside Heights,Manhattan,Private room,Private room in apartment,4.02535169073515
Entire apartment,Entire home/apt,Entire/Apt,Tribeca,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,159,40721922,Tribeca,Manhattan,Entire home/apt,Entire apartment,5.0689042022202315
Private room in apartment,Private room,Private,Morningside Heights,1 bath,1,NA,1,0.08,30,2,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40722699,Morningside Heights,Manhattan,Private room,Private room in apartment,3.6635616461296463
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,2,80,2,0.17,30,0,356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,150,40726123,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.0106352940962555
Private room in apartment,Private room,Private,East Harlem,1 shared bath,2,100,8,0.69,2,1,345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,40728239,East Harlem,Manhattan,Private room,Private room in apartment,4.174387269895637
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,3,NA,0,NA,30,3,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,40730718,Lower East Side,Manhattan,Entire home/apt,Entire apartment,5.8522024797744745
Private room in apartment,Private room,Private,Lower East Side,1 shared bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40731833,Lower East Side,Manhattan,Private room,Private room in apartment,4.248495242049359
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,3,100,2,0.68,30,2,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40732157,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.248495242049359
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,100,4,0.37,4,1,322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,123,40735445,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.812184355372417
Entire condominium,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,100,1,0.11,30,1,282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,285,40736607,Hell's Kitchen,Manhattan,Entire home/apt,Entire condominium,5.652489180268651
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,4,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,40739293,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.553876891600541
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,2,100,1,0.09,2,1,348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,40740458,Midtown,Manhattan,Entire home/apt,Entire apartment,5.857933154483459
Entire condominium,Entire home/apt,Entire/Apt,Midtown,2 baths,6,NA,0,NA,2,3,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,559,40745955,Midtown,Manhattan,Entire home/apt,Entire condominium,6.326149473155099
Private room in apartment,Private room,Private,Greenwich Village,1 shared bath,2,100,2,0.18,30,1,341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75,40750433,Greenwich Village,Manhattan,Private room,Private room in apartment,4.31748811353631
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,100,7,0.58,30,1,363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,100,40750579,East Village,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
