f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,f_bathrooms_text,n_accommodates,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_stove,d_hdtv,d_tv,d_conditioning,d_soundsystem,d_refrigerator,d_shampoo,d_soap,d_oven,d_toiletries,d_speaker,d_fan,d_heating,d_breakfast,d_table,d_dishwasher,d_dryer,d_elevator,d_fitness,d_parking,d_garage,d_wifi,d_game,d_garden,d_gym,d_restaurant,d_bar,d_washer,d_barbeque,d_bbq,price,id,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,property_type,ln_price
Private room in apartment,Private room,Private,Upper West Side,3 shared baths,1,100,3,0.35,30,1,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,70,40279289,Upper West Side,Manhattan,Private room,Private room in apartment,4.248495242049359
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,2 baths,8,NA,0,NA,30,8,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,775,40279741,Upper West Side,Manhattan,Entire home/apt,Entire apartment,6.652863029353347
Private room in apartment,Private room,Private,Midtown,1 shared bath,2,98,10,0.79,30,1,377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,157,40279903,Midtown,Manhattan,Private room,Private room in apartment,5.056245805348308
Private room in apartment,Private room,Private,Harlem,1 shared bath,1,96,5,0.4,30,1,377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,48,40281351,Harlem,Manhattan,Private room,Private room in apartment,3.871201010907891
Private room in apartment,Private room,Private,Morningside Heights,2 baths,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,40282432,Morningside Heights,Manhattan,Private room,Private room in apartment,4.23410650459726
Private room in apartment,Private room,Private,Morningside Heights,2 baths,2,100,1,0.09,30,1,343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,40283370,Morningside Heights,Manhattan,Private room,Private room in apartment,4.189654742026425
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1.5 baths,3,NA,1,0.09,4,1,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,40283716,Harlem,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,100,1,0.39,30,1,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,52,40292341,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,3.9512437185814275
Entire apartment,Entire home/apt,Entire/Apt,Morningside Heights,1 bath,3,100,1,0.08,30,2,376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85,40300360,Morningside Heights,Manhattan,Entire home/apt,Entire apartment,4.442651256490317
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,3,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,99,40301903,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.59511985013459
Entire apartment,Entire home/apt,Entire/Apt,Morningside Heights,1 bath,2,90,3,0.25,1000,1,356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50,40302355,Morningside Heights,Manhattan,Entire home/apt,Entire apartment,3.912023005428146
Private room in apartment,Private room,Private,Harlem,1 shared bath,1,NA,0,NA,30,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,40305632,Harlem,Manhattan,Private room,Private room in apartment,4.07753744390572
Private room in apartment,Private room,Private,Morningside Heights,1 bath,2,NA,1,0.08,30,1,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,40305689,Morningside Heights,Manhattan,Private room,Private room in apartment,4.51085950651685
Private room in apartment,Private room,Private,West Village,1 shared bath,2,100,1,0.08,3,1,368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,150,40307183,West Village,Manhattan,Private room,Private room in apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,100,2,0.17,4,1,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,40307620,East Village,Manhattan,Entire home/apt,Entire apartment,5.075173815233827
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,2,100,2,0.2,30,1,302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,125,40308991,West Village,Manhattan,Entire home/apt,Entire apartment,4.8283137373023015
Entire condominium,Entire home/apt,Entire/Apt,Lower East Side,2 baths,6,100,1,0.37,30,2,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,40312099,Lower East Side,Manhattan,Entire home/apt,Entire condominium,5.703782474656201
Private room in apartment,Private room,Private,West Village,1 bath,2,100,1,0.08,30,1,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115,40322029,West Village,Manhattan,Private room,Private room in apartment,4.74493212836325
Private room in apartment,Private room,Private,Financial District,2 shared baths,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40325387,Financial District,Manhattan,Private room,Private room in apartment,4.248495242049359
Entire apartment,Entire home/apt,Entire/Apt,Tribeca,2 baths,4,87,3,0.24,30,2,378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,304,40327936,Tribeca,Manhattan,Entire home/apt,Entire apartment,5.717027701406222
Private room in apartment,Private room,Private,East Village,1 private bath,2,88,9,0.72,30,1,376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299,40329345,East Village,Manhattan,Private room,Private room in apartment,5.700443573390687
Private room in apartment,Private room,Private,Upper West Side,1 shared bath,2,100,7,0.56,4,1,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,78,40335943,Upper West Side,Manhattan,Private room,Private room in apartment,4.356708826689592
Private room in apartment,Private room,Private,Roosevelt Island,1 shared bath,2,80,2,0.16,30,0,368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40341016,Roosevelt Island,Manhattan,Private room,Private room in apartment,4.248495242049359
Entire apartment,Entire home/apt,Entire/Apt,SoHo,1 bath,2,100,13,1.08,30,1,361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,112,40341235,SoHo,Manhattan,Entire home/apt,Entire apartment,4.718498871295094
Entire condominium,Entire home/apt,Entire/Apt,Midtown,1 bath,3,100,1,0.08,30,1,376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250,40342019,Midtown,Manhattan,Entire home/apt,Entire condominium,5.521460917862246
Private room in apartment,Private room,Private,East Village,1 shared bath,1,NA,0,NA,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,40342902,East Village,Manhattan,Private room,Private room in apartment,4.442651256490317
Entire apartment,Entire home/apt,Entire/Apt,Morningside Heights,1 bath,2,80,3,0.32,30,1,281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,80,40345364,Morningside Heights,Manhattan,Entire home/apt,Entire apartment,4.382026634673881
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,100,1,0.09,30,1,343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,80,40345720,East Village,Manhattan,Entire home/apt,Entire apartment,4.382026634673881
Entire apartment,Entire home/apt,Entire/Apt,Greenwich Village,1 bath,2,80,1,0.08,30,1,363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,175,40348702,Greenwich Village,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Private room in apartment,Private room,Private,Upper West Side,1.5 baths,1,94,10,0.83,30,1,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,40351436,Upper West Side,Manhattan,Private room,Private room in apartment,5.298317366548036
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,4,100,3,0.24,30,1,370,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,40357574,Midtown,Manhattan,Entire home/apt,Entire apartment,4.574710978503383
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,6,90,2,0.16,2,3,365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,471,40363834,Lower East Side,Manhattan,Entire home/apt,Entire apartment,6.154858094016418
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,2,80,2,0.16,30,1,367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,60,40365863,East Harlem,Manhattan,Entire home/apt,Entire apartment,4.0943445622221
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,3,NA,1,0.08,30,1,357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175,40366838,East Village,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Private room in apartment,Private room,Private,Washington Heights,1 shared bath,4,100,1,0.09,30,1,345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,40368174,Washington Heights,Manhattan,Private room,Private room in apartment,4.430816798843313
Private room in apartment,Private room,Private,Chelsea,1 shared bath,1,100,1,0.09,30,1,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,100,40369842,Chelsea,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,4,100,2,0.16,1,3,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,564,40369846,East Village,Manhattan,Entire home/apt,Entire apartment,6.335054251498059
Entire apartment,Entire home/apt,Entire/Apt,Flatiron District,1 bath,3,100,6,0.51,3,1,352,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,299,40371175,Flatiron District,Manhattan,Entire home/apt,Entire apartment,5.700443573390687
Private room in apartment,Private room,Private,Harlem,2 shared baths,1,100,1,0.08,30,1,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,40372320,Harlem,Manhattan,Private room,Private room in apartment,4.174387269895637
Entire apartment,Entire home/apt,Entire/Apt,Kips Bay,2 baths,5,100,4,0.32,30,3,379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,40372480,Kips Bay,Manhattan,Entire home/apt,Entire apartment,6.1092475827643655
Private room in apartment,Private room,Private,East Village,1 shared bath,4,86,7,0.56,1,1,371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,140,40373080,East Village,Manhattan,Private room,Private room in apartment,4.941642422609304
Private room in apartment,Private room,Private,East Village,1 shared bath,2,76,9,0.77,1,1,349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,130,40374289,East Village,Manhattan,Private room,Private room in apartment,4.867534450455582
Private room in apartment,Private room,Private,East Village,1 shared bath,2,97,13,1.05,1,1,371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,120,40374871,East Village,Manhattan,Private room,Private room in apartment,4.787491742782046
Entire apartment,Entire home/apt,Entire/Apt,Kips Bay,1 bath,4,100,1,0.09,30,2,349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,40376737,Kips Bay,Manhattan,Entire home/apt,Entire apartment,5.634789603169249
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,6,99,20,1.59,4,3,376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,199,40377147,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.293304824724492
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,4,100,2,0.18,30,1,324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40387084,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.007333185232471
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,3,100,1,0.09,30,0,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,40392107,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
Private room in apartment,Private room,Private,Lower East Side,2 baths,2,93,3,0.25,30,1,362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,40394315,Lower East Side,Manhattan,Private room,Private room in apartment,5.0106352940962555
Private room in apartment,Private room,Private,Lower East Side,2 baths,2,100,3,0.25,30,1,361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,40394743,Lower East Side,Manhattan,Private room,Private room in apartment,4.976733742420574
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,6,100,1,0.09,30,3,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,40397394,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.298317366548036
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,40400147,East Harlem,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,2,100,4,0.34,30,1,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,119,40401507,Chelsea,Manhattan,Entire home/apt,Entire apartment,4.77912349311153
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,2,80,4,0.32,30,2,370,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,279,40405170,Midtown,Manhattan,Entire home/apt,Entire apartment,5.631211781821365
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,2,97,6,1.1,4,1,162,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,77,40405567,Harlem,Manhattan,Entire home/apt,Entire apartment,4.343805421853684
Private room in apartment,Private room,Private,Chinatown,1 shared bath,3,100,4,0.36,1,1,331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,40406049,Chinatown,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,97,12,1.01,2,1,355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,140,40409517,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,4.941642422609304
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,100,2,0.16,30,1,372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,529,40418905,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,6.270988431858299
Entire condominium,Entire home/apt,Entire/Apt,East Village,1 bath,2,100,1,0.26,30,1,114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,40419502,East Village,Manhattan,Entire home/apt,Entire condominium,4.584967478670572
Private room in apartment,Private room,Private,Upper West Side,1 shared bath,2,100,8,0.64,28,1,374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,75,40425356,Upper West Side,Manhattan,Private room,Private room in apartment,4.31748811353631
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,2,99,15,1.22,30,1,367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,107,40425416,Harlem,Manhattan,Entire home/apt,Entire apartment,4.672828834461906
Private room in apartment,Private room,Private,Upper West Side,1 shared bath,2,90,12,0.96,14,1,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75,40425886,Upper West Side,Manhattan,Private room,Private room in apartment,4.31748811353631
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,3,93,6,1.78,180,1,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,120,40426424,Midtown,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,73,3,0.24,30,1,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40427421,Harlem,Manhattan,Private room,Private room in apartment,4.382026634673881
Private room in apartment,Private room,Private,Midtown,2 baths,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,100,40428207,Midtown,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,3,95,4,1.22,1,1,97,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163,40428792,East Village,Manhattan,Entire home/apt,Entire apartment,5.093750200806762
Private room in apartment,Private room,Private,Upper East Side,1 shared bath,2,NA,0,NA,4,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40430026,Upper East Side,Manhattan,Private room,Private room in apartment,4.605170185988092
Private room in apartment,Private room,Private,East Harlem,1 shared bath,2,83,6,0.48,30,1,371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,40430109,East Harlem,Manhattan,Private room,Private room in apartment,4.3694478524670215
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,60,1,0.09,30,1,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40440953,Harlem,Manhattan,Private room,Private room in apartment,3.912023005428146
Private room in apartment,Private room,Private,Morningside Heights,1 bath,2,78,10,0.81,1,1,368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40444167,Morningside Heights,Manhattan,Private room,Private room in apartment,3.784189633918261
Private room in apartment,Private room,Private,Morningside Heights,1 bath,2,67,6,0.51,1,1,355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,45,40444264,Morningside Heights,Manhattan,Private room,Private room in apartment,3.8066624897703196
Private room in apartment,Private room,Private,East Village,1 bath,2,85,4,0.33,30,1,368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,40445885,East Village,Manhattan,Private room,Private room in apartment,4.5217885770490405
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,40448201,Upper West Side,Manhattan,Entire home/apt,Entire apartment,4.672828834461906
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,4,98,25,2,30,2,374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,399,40449418,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.988961416889864
Private room in apartment,Private room,Private,Hell's Kitchen,1 shared bath,2,NA,0,NA,30,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,40450547,Hell's Kitchen,Manhattan,Private room,Private room in apartment,4.77912349311153
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,2,NA,0,NA,40,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40451341,Harlem,Manhattan,Entire home/apt,Entire apartment,4.0943445622221
Entire condominium,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,98,9,0.73,30,1,371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,40452839,Hell's Kitchen,Manhattan,Entire home/apt,Entire condominium,4.543294782270004
Private room in apartment,Private room,Private,Harlem,1 private bath,2,100,3,0.25,30,1,355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,40456917,Harlem,Manhattan,Private room,Private room in apartment,4.48863636973214
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,NA,0,NA,30,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,40468711,East Village,Manhattan,Entire home/apt,Entire apartment,5.634789603169249
Private room in apartment,Private room,Private,Upper West Side,1 shared bath,1,100,1,0.08,30,0,368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,40469534,Upper West Side,Manhattan,Private room,Private room in apartment,4.8283137373023015
Private room in apartment,Private room,Private,Theater District,1 private bath,2,100,3,0.24,2,2,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,299,40472381,Theater District,Manhattan,Private room,Private room in apartment,5.700443573390687
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,1,NA,1,0.08,3,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,210,40472747,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.3471075307174685
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,5,NA,0,NA,3,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,300,40474055,Harlem,Manhattan,Entire home/apt,Entire apartment,5.703782474656201
Private room in apartment,Private room,Private,Hell's Kitchen,1 shared bath,2,80,2,0.16,30,1,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40476469,Hell's Kitchen,Manhattan,Private room,Private room in apartment,4.718498871295094
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,4,NA,0,NA,30,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,40484385,Harlem,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,100,2,0.2,30,1,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,80,40484913,Harlem,Manhattan,Private room,Private room in apartment,4.382026634673881
Private room in apartment,Private room,Private,East Village,1 private bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,51,40491893,East Village,Manhattan,Private room,Private room in apartment,3.9318256327243257
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,NA,1,0.09,30,1,347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,575,40501642,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,6.354370040797351
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,100,2,0.17,7,1,358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,40503392,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,4.8283137373023015
Entire apartment,Entire home/apt,Entire/Apt,West Village,2 baths,6,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,390,40503640,West Village,Manhattan,Entire home/apt,Entire apartment,5.966146739123692
Entire apartment,Entire home/apt,Entire/Apt,SoHo,1 bath,2,95,5,0.4,6,1,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,40504835,SoHo,Manhattan,Entire home/apt,Entire apartment,4.700480365792417
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,3,98,20,1.63,30,2,368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,74,40506237,Harlem,Manhattan,Entire home/apt,Entire apartment,4.30406509320417
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,2 baths,5,NA,2,0.16,75,2,374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,40508388,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,6.214608098422191
